Date,Buffer pressure min,Buffer pressure max,Annulus pressure min,Annulus pressure max,Flow pressure min,Flow pressure max,T min,T max,Qliq,Qoil,Water cut,Qgas,Choke,Gas factor,Gas injection rate,Downtime,Potential oil production,Potential liquid production
2022-01-08,19.8,24.7,83.4,83.8,14.5,15.9,46,48,171.0,84.13580247,50.8,30833,16,452,1.99,0.0,68.15,171.0
2022-01-09,19.8,24.8,83.4,83.8,14.5,16.2,46,48,171.0,84.13580247,50.8,30833,16,452,2.01,0.0,68.15,171.0
2022-01-10,19.5,25.0,83.4,83.9,14.5,16.2,46,48,171.0,84.13580247,50.8,30833,16,452,2.02,0.0,68.15,171.0
2022-01-11,19.2,24.6,83.3,83.8,14.5,17.1,46,48,171.0,84.13580247,50.8,30833,16,452,2.02,0.0,68.15,171.0
2022-01-12,19.0,25.5,83.3,83.9,14.6,16.9,46,48,171.0,84.13580247,50.8,30833,16,452,2.02,0.0,68.15,171.0
2022-01-13,19.0,26.0,83.3,83.8,14.6,16.9,46,48,171.0,84.13580247,50.8,30833,16,452,2.05,0.0,68.15,171.0
2022-01-14,18.9,24.9,83.3,83.8,14.7,16.1,46,48,171.0,84.13580247,50.8,30833,16,452,2.02,0.0,68.15,171.0
2022-01-15,19.1,25.1,83.3,83.8,14.2,16.0,46,48,171.0,84.13580247,50.8,30833,16,452,2.01,0.0,68.15,171.0
2022-01-16,19.1,25.1,83.3,83.8,14.2,16.0,46,48,171.0,84.13580247,50.8,30833,16,452,2.02,0.0,68.15,171.0
2022-01-17,18.4,25.2,83.3,83.9,14.5,16.8,46,48,168.999984,81.96296296,51.5,30449,16,459,2.03,0.0,66.39,169.0
2022-01-18,18.4,25.2,83.3,83.9,14.5,16.8,46,48,168.999984,81.96296296,51.5,30449,16,459,2.03,0.0,66.39,169.0
2022-01-19,18.4,25.2,83.3,83.9,14.5,16.8,46,48,168.999984,81.96296296,51.5,30449,16,459,2.05,0.0,66.39,169.0
2022-01-20,18.4,25.2,83.3,83.9,14.5,16.8,46,48,168.999984,81.96296296,51.5,30449,16,459,2.05,0.0,66.39,169.0
2022-01-21,19.1,25.8,83.5,84.0,14.7,17.6,46,48,166.999992,79.65432099,52.3,30795,16,477,2.09,0.0,64.52,167.0
2022-01-22,19.1,25.8,83.5,84.0,14.7,17.6,46,48,166.999992,79.65432099,52.3,30795,16,477,2.09,0.0,64.52,167.0
2022-01-23,19.1,25.8,83.5,84.0,14.7,17.6,46,48,166.999992,79.65432099,52.3,30795,16,477,2.11,0.0,64.52,167.0
2022-01-24,19.1,25.8,83.5,84.0,14.7,17.6,46,48,166.999992,79.65432099,52.3,30795,16,477,2.06,0.0,64.52,167.0
2022-01-25,18.6,25.6,83.5,84.0,14.8,17.5,46,48,160.999992,76.14814815,52.7,29880,16,484,2.02,0.0,61.68,161.0
2022-01-26,18.6,25.6,83.5,84.0,14.8,17.5,46,48,160.999992,76.14814815,52.7,29880,16,484,2.04,0.0,61.68,161.0
2022-01-27,18.6,25.6,83.5,84.0,14.8,17.5,46,48,160.999992,76.14814815,52.7,29880,16,484,2.1,0.0,61.68,161.0
2022-01-28,18.6,25.6,83.5,84.0,14.8,17.5,46,48,160.999992,76.14814815,52.7,29880,16,484,2.07,0.0,61.68,161.0
2022-01-29,18.6,26.1,83.5,84.0,15.0,17.4,46,48,160.999992,76.14814815,52.7,29880,16,484,2.02,0.0,61.68,161.0
2022-01-30,18.4,25.5,83.6,84.0,14.6,17.4,45,47,160.999992,76.14814815,52.7,29880,16,484,2.03,0.0,61.68,161.0
2022-01-31,18.6,25.7,83.5,83.9,14.9,17.8,45,47,160.999992,75.50617284,53.1,29622,16,484,2.1,0.0,61.16,161.0
2022-02-01,19.6,24.8,83.4,83.8,15.6,17.0,45,47,160.999992,75.50617284,53.1,29622,16,484,2.05,0.0,61.16,161.0
2022-02-02,18.3,28.2,83.4,84.0,15.0,17.1,45,48,160.999992,75.50617284,53.1,29622,16,484,2.03,0.0,61.16,161.0
2022-02-03,18.3,28.2,83.4,84.0,15.0,17.1,45,48,160.999992,75.50617284,53.1,29622,16,484,2.03,0.0,61.16,161.0
2022-02-04,18.7,25.4,83.4,83.8,15.0,17.6,45,47,159.0,73.9382716,53.5,28752,16,480,2.0,0.0,59.89,159.0
2022-02-05,18.4,25.7,83.4,83.8,15.0,17.0,45,47,159.0,73.9382716,53.5,28752,16,480,2.0,0.0,59.89,159.0
2022-02-06,18.4,25.7,83.4,83.8,15.0,17.0,45,47,159.0,73.9382716,53.5,28752,16,480,2.0,0.0,59.89,159.0
2022-02-07,18.5,25.4,83.4,83.8,14.8,17.5,45,47,159.0,74.09876543,53.5,29383,16,490,2.01,0.0,59.89,159.0
2022-02-08,18.5,25.4,83.4,83.8,14.8,17.5,45,47,159.0,74.09876543,53.4,29383,16,490,2.0,0.0,60.02,159.0
2022-02-09,18.5,25.4,83.4,83.8,14.8,17.5,45,47,159.0,74.09876543,53.4,29383,16,490,2.0,0.0,60.02,159.0
2022-02-10,17.8,25.4,83.4,83.8,14.8,17.5,45,47,159.0,74.09876543,53.4,29383,16,490,2.01,0.0,60.02,159.0
2022-02-11,17.8,26.3,83.4,83.8,14.8,18.0,45,47,154.999992,70.83950617,54.3,28439,16,496,1.99,0.0,57.38,155.0
2022-02-12,17.8,26.3,83.4,83.8,15.3,17.3,45,47,154.999992,70.83950617,54.3,28439,16,496,2.03,0.0,57.38,155.0
2022-02-13,18.3,25.7,83.4,83.8,15.3,17.7,45,47,154.999992,70.83950617,54.3,28439,16,496,1.99,0.0,57.38,155.0
2022-02-14,18.3,25.7,83.4,83.8,15.3,17.7,45,47,154.999992,70.83950617,54.3,28439,16,496,1.99,0.0,57.38,155.0
2022-02-15,18.1,25.5,83.4,83.8,15.3,18.2,45,47,150.999984,68.09876543,54.9,27953,16,507,1.91,0.0,55.16,151.0
2022-02-16,17.7,26.1,83.4,83.9,15.4,17.5,42,47,150.999984,68.09876543,54.9,27953,16,507,1.98,0.0,55.16,151.0
2022-02-17,18.4,25.3,83.4,83.9,15.4,17.7,45,48,150.999984,68.09876543,54.9,27953,16,507,2.01,0.0,55.16,151.0
2022-02-18,18.0,25.3,83.3,83.8,15.4,17.6,45,48,150.999984,68.09876543,54.9,27953,16,507,1.99,0.0,55.16,151.0
2022-02-19,17.6,25.3,83.3,83.8,15.4,18.3,45,48,147.999984,66.45679012,55.1,27252,16,506,1.99,0.0,53.83,148.0
2022-02-20,17.6,25.3,83.3,83.8,15.4,18.3,45,48,147.999984,66.45679012,55.1,27252,16,506,2.03,0.0,53.83,148.0
2022-02-21,17.6,26.4,83.3,83.9,15.4,17.5,45,48,147.999984,66.45679012,55.1,27252,16,506,2.03,0.0,53.83,148.0
2022-02-22,17.8,25.3,83.3,83.8,15.1,18.5,45,47,150.0,67.50617284,55.0,27485,16,503,1.97,0.0,54.67,150.0
2022-02-23,18.0,25.3,83.3,83.8,15.1,17.0,45,47,150.0,67.50617284,55.0,27485,16,503,1.87,0.0,54.67,150.0
2022-02-24,17.6,25.3,83.3,83.6,15.7,16.8,45,47,150.0,67.50617284,55.0,27485,16,503,1.99,0.0,54.67,150.0
2022-02-25,18.5,24.4,83.3,83.8,15.7,16.8,45,47,153.0,68.69135802,55.1,27840,16,500,2.01,0.0,55.64,153.0
2022-02-26,18.5,25.2,83.3,83.8,15.3,17.7,45,47,153.0,68.69135802,55.1,27840,16,500,1.99,0.0,55.64,153.0
2022-02-27,17.2,25.2,83.3,83.8,15.3,17.7,44,47,153.0,68.69135802,55.1,27840,16,500,1.99,0.0,55.64,153.0
2022-02-28,18.2,25.6,83.3,83.8,15.3,17.5,44,47,153.0,68.69135802,55.1,27840,16,500,1.99,0.0,55.64,153.0
2022-03-01,18.2,25.6,83.3,83.8,15.3,18.3,44,47,150.0,68.09876543,54.6,27598,16,500,2.01,0.0,55.16,150.0
2022-03-02,18.5,25.4,83.4,83.9,15.2,18.4,44,47,133.631652,60.27247407,54.9,27456,16,508,1.89,2.3,54.07,148.0
2022-03-04,18.5,43.3,74.4,86.0,14.8,17.4,33,45,148.099992,66.66666667,55.0,36161,16,670,10.69,0.0,53.98,148.1
2022-03-05,24.7,28.3,83.7,84.6,14.3,17.9,45,46,172.099992,46.4691358,73.0,37113,16,986,7.77,0.0,37.64,172.1
2022-03-06,23.2,25.9,83.2,84.1,15.1,16.6,45,46,176.499984,78.62962963,73.0,36292,16,570,5.32,0.0,37.64,176.5
2022-03-07,20.3,26.2,82.7,83.6,15.2,16.9,45,47,176.1,81.2345679,73.0,34836,16,529,3.6,0.0,37.64,176.1
2022-03-08,20.6,23.8,82.4,84.8,14.9,18.1,46,47,170.4,78.79012346,73.0,32094,16,503,2.62,0.0,37.64,170.4
2022-03-09,20.3,24.0,82.2,82.8,15.0,16.7,46,48,167.799984,76.59259259,73.0,30518,16,492,2.03,0.0,37.64,167.8
2022-03-10,18.2,25.8,82.4,82.9,14.6,16.5,45,48,167.799984,76.51851852,54.4,30518,16,492,1.96,0.0,61.98,167.8
2022-03-11,17.8,26.0,82.3,82.9,14.5,19.1,45,48,167.799984,76.51851852,54.4,30518,16,492,1.93,0.0,61.98,167.8
2022-03-12,17.8,26.0,82.3,82.9,14.5,18.4,45,48,167.799984,76.51851852,54.4,30518,16,492,2.02,0.0,61.98,167.8
2022-03-13,18.4,25.8,82.3,82.9,14.4,17.7,46,48,163.999992,75.11111111,54.2,29137,16,479,2.02,0.0,60.84,164.0
2022-03-14,18.3,25.8,82.3,82.8,14.8,17.6,46,48,163.999992,75.11111111,54.2,29137,16,479,1.99,0.0,60.84,164.0
2022-03-15,17.9,26.1,82.2,82.9,14.4,17.5,46,48,163.999992,75.11111111,54.2,29137,16,479,1.97,0.0,60.84,164.0
2022-03-16,18.2,25.6,82.3,82.8,14.3,17.6,46,48,165.0,75.74074074,54.1,29269,16,477,2.01,0.0,61.35,165.0
2022-03-17,18.2,25.6,82.3,82.8,14.3,16.9,46,48,165.0,75.74074074,54.1,29269,16,477,2.01,0.0,61.35,165.0
2022-03-18,18.6,25.7,82.3,82.9,14.5,17.2,46,48,165.0,75.74074074,54.1,29269,16,477,2.0,0.0,61.35,165.0
2022-03-19,17.7,25.6,82.3,82.9,14.6,18.2,46,48,165.999984,76.19753086,54.1,29215,16,473,1.99,0.0,61.72,166.0
2022-03-20,17.7,25.6,82.3,82.9,14.6,17.4,46,48,165.999984,76.19753086,54.1,29215,16,473,2.03,0.0,61.72,166.0
2022-03-21,18.2,25.6,82.3,82.9,14.6,17.1,46,48,165.999984,76.19753086,54.1,29215,16,473,2.0,0.0,61.72,166.0
2022-03-22,16.1,28.9,82.3,82.9,14.4,18.0,46,49,162.999984,74.0,54.1,28592,16,477,2.01,0.0,61.72,163.0
2022-03-23,18.4,25.7,82.3,82.9,14.4,17.0,46,48,162.999984,74.0,54.6,28592,16,477,1.99,0.0,59.94,163.0
2022-03-24,18.2,25.7,82.3,82.9,14.8,18.6,46,48,162.999984,74.0,54.6,28592,16,477,2.0,0.0,59.94,163.0
2022-03-25,18.6,25.7,82.3,82.9,15.1,17.7,46,48,150.999984,66.74074074,55.8,32264,16,597,2.0,0.0,54.06,151.0
2022-03-26,18.6,25.9,82.3,82.7,15.1,17.1,46,48,150.999984,66.74074074,55.8,32264,16,597,2.0,0.0,54.06,151.0
2022-03-27,18.6,25.5,82.3,82.7,15.1,17.5,46,48,150.999984,66.74074074,55.8,32264,16,597,2.0,0.0,54.06,151.0
2022-03-28,18.5,25.5,82.3,82.8,15.2,17.9,46,48,160.999992,72.44444444,55.0,28400,16,484,1.99,0.0,58.68,161.0
2022-03-29,18.3,25.5,82.3,82.8,15.2,17.6,46,48,160.999992,72.44444444,55.0,28400,16,484,2.04,0.0,58.68,161.0
2022-03-30,18.3,25.8,82.3,82.8,15.2,18.4,46,48,160.999992,72.44444444,55.0,28400,16,484,1.98,0.0,58.68,161.0
2022-03-31,18.2,25.8,82.3,82.8,15.2,18.6,46,48,159.999984,72.0,55.0,28439,16,488,2.0,0.0,58.32,160.0
2022-04-01,18.2,25.4,82.2,82.7,15.1,19.5,45,48,159.999984,72.0,55.0,28439,16,488,1.99,0.0,58.32,160.0
2022-04-02,17.3,26.7,82.2,82.7,15.2,18.2,46,49,159.999984,72.0,55.0,28439,16,488,1.96,0.0,58.32,160.0
2022-04-03,17.1,28.6,82.3,82.7,15.1,18.5,46,49,157.999992,70.14814815,55.6,28050,16,494,2.0,0.0,56.82,158.0
2022-04-04,17.1,25.7,82.4,82.8,15.1,17.3,46,48,157.999992,70.14814815,55.6,28050,16,494,2.01,0.0,56.82,158.0
2022-04-05,18.1,25.4,82.2,82.8,15.2,17.8,46,48,157.999992,70.14814815,55.6,28050,16,494,2.01,0.0,56.82,158.0
2022-04-06,17.7,25.6,82.1,82.6,15.0,18.5,46,48,157.999992,70.14814815,55.6,27921,16,491,2.0,0.0,56.82,158.0
2022-04-07,17.7,25.4,82.1,82.6,15.1,17.4,46,48,157.999992,70.14814815,55.6,27921,16,491,1.99,0.0,56.82,158.0
2022-04-08,17.7,25.7,82.1,82.6,15.1,17.4,46,48,157.999992,70.14814815,55.6,27921,16,491,2.0,0.0,56.82,158.0
2022-04-09,17.7,25.7,82.1,82.6,15.1,17.4,46,48,159.0,70.75308642,55.5,27963,16,488,2.0,0.0,57.31,159.0
2022-04-10,17.7,26.6,82.1,82.6,15.1,18.5,46,48,159.0,70.75308642,55.5,27963,16,488,1.99,0.0,57.31,159.0
2022-04-11,17.7,25.6,82.0,82.6,14.7,19.5,46,48,159.0,70.75308642,55.5,27963,16,488,2.0,0.0,57.31,159.0
2022-04-12,17.7,25.6,82.0,82.6,15.1,18.1,46,48,159.0,70.75308642,55.5,27963,16,488,1.93,0.0,57.31,159.0
2022-04-13,17.7,25.6,82.0,82.6,15.1,18.7,46,48,159.999984,70.55555556,55.9,27888,16,488,1.99,0.0,57.15,160.0
2022-04-14,17.7,25.6,82.0,82.6,15.1,18.7,46,48,159.999984,70.55555556,55.9,27888,16,488,2.0,0.0,57.15,160.0
2022-04-15,17.7,25.6,82.0,82.6,15.1,18.7,46,48,159.999984,70.55555556,55.9,27888,16,488,2.05,0.0,57.15,160.0
2022-04-16,17.7,24.9,82.0,82.6,15.1,17.5,46,48,159.999984,70.55555556,55.9,27888,16,488,2.01,0.0,57.15,160.0
2022-04-17,18.3,24.9,82.0,82.6,15.1,18.2,46,48,159.999984,70.55555556,55.9,27888,16,488,1.98,0.0,57.15,160.0
2022-04-18,17.8,25.3,82.0,82.6,15.1,19.0,46,48,156.0,68.33333333,56.2,27545,16,498,2.0,0.0,55.35,156.0
2022-04-19,17.8,25.3,82.0,82.6,15.1,18.0,46,48,156.0,68.33333333,56.2,27545,16,498,2.0,0.0,55.35,156.0
2022-04-20,17.8,25.3,82.0,82.6,15.1,18.3,46,48,154.999992,67.58024691,56.4,27429,16,501,2.0,0.0,54.74,155.0
2022-04-21,18.0,25.3,82.0,82.6,15.1,18.3,46,48,154.999992,67.58024691,56.4,27429,16,501,2.02,0.0,54.74,155.0
2022-04-22,18.0,25.6,82.0,82.6,15.1,18.3,46,48,154.999992,67.58024691,56.4,27429,16,501,2.03,0.0,54.74,155.0
2022-04-23,18.2,25.9,82.0,82.6,15.1,18.3,46,48,156.0,67.7037037,56.6,27318,16,498,2.02,0.0,54.84,156.0
2022-04-24,17.7,25.1,82.0,82.6,15.3,18.2,45,48,156.0,67.7037037,56.6,27318,16,498,2.02,0.0,54.84,156.0
2022-04-25,17.8,24.9,82.0,82.6,15.3,18.3,46,48,156.0,67.7037037,56.6,27318,16,498,2.02,0.0,54.84,156.0
2022-04-26,17.8,24.9,82.0,82.6,15.3,18.3,46,48,156.0,67.7037037,56.6,27318,16,498,2.03,0.0,54.84,156.0
2022-04-27,18.3,27.4,82.3,82.7,15.5,18.6,46,48,153.999984,66.37037037,56.9,27070,16,504,2.03,0.0,53.76,154.0
2022-04-28,18.3,27.4,82.3,82.7,15.5,18.6,46,48,153.999984,66.37037037,56.9,27070,16,504,2.01,0.0,53.76,154.0
2022-04-29,17.5,26.4,82.1,82.6,15.5,18.6,46,48,153.999984,66.37037037,56.9,27070,16,504,2.02,0.0,53.76,154.0
2022-04-30,17.5,26.4,82.1,82.6,15.5,18.6,45,48,162.0,71.92592593,55.6,28535,16,490,2.01,0.0,58.26,162.0
2022-05-01,17.7,25.2,82.0,82.8,15.5,18.6,45,48,162.0,71.92592593,55.6,28535,16,490,2.03,0.0,58.26,162.0
2022-05-02,17.5,25.1,82.1,82.5,15.3,18.3,46,48,162.0,71.92592593,55.6,28535,16,490,1.96,0.0,58.26,162.0
2022-05-03,17.9,25.0,82.0,82.5,15.5,18.8,46,48,151.999992,65.0617284,57.2,26754,16,508,1.99,0.0,52.7,152.0
2022-05-04,18.1,25.2,82.2,82.6,15.6,18.4,46,48,151.999992,65.0617284,57.2,26754,16,508,2.0,0.0,52.7,152.0
2022-05-05,17.9,25.9,82.3,82.7,15.6,18.5,46,48,151.999992,65.0617284,57.2,26754,16,508,2.0,0.0,52.7,152.0
2022-05-06,18.0,24.9,82.2,82.6,15.7,18.9,45,48,153.0,66.86419753,56.3,26992,16,498,2.0,0.0,54.16,153.0
2022-05-08,17.9,24.4,82.1,82.5,15.7,18.1,45,48,153.0,66.86419753,56.3,26992,16,498,1.98,0.0,54.16,153.0
2022-05-09,17.5,26.6,82.1,82.6,15.6,18.0,46,48,153.0,66.86419753,56.3,26992,16,498,1.99,0.0,54.16,153.0
2022-05-10,17.2,25.2,82.2,82.6,15.5,18.2,45,48,153.0,66.86419753,56.3,26992,16,498,1.98,0.0,54.16,153.0
2022-05-11,17.7,25.2,82.3,82.5,15.6,18.3,46,48,153.0,66.86419753,56.3,26992,16,498,2.0,0.0,54.16,153.0
2022-05-12,18.2,15.2,82.1,82.5,15.6,18.6,46,48,153.0,66.86419753,56.3,26992,16,498,1.99,0.0,54.16,153.0
2022-05-13,17.9,24.3,81.9,82.3,15.9,19.1,46,47,153.0,66.86419753,56.3,26992,16,498,2.0,0.0,54.16,153.0
2022-05-14,17.8,25.1,82.0,82.4,16.1,18.4,46,48,153.0,66.86419753,56.3,26992,16,498,2.0,0.0,54.16,153.0
2022-05-15,19.4,23.6,81.8,82.4,16.1,19.4,46,48,130.999992,51.87654321,60.4,23644,16,563,2.01,0.0,42.02,131.0
2022-05-16,19.4,23.6,81.8,82.4,16.1,19.4,46,48,130.999992,51.87654321,60.4,23644,16,563,2.01,0.0,42.02,131.0
2022-05-17,19.1,25.4,81.8,82.4,15.9,18.9,46,48,130.999992,51.87654321,60.4,23644,16,563,2.01,0.0,42.02,131.0
2022-05-18,14.4,28.7,80.3,82.6,14.4,18.4,34,48,109.16666,43.23045185,60.4,23644,16,563,1.85,4.0,42.02,131.0
2022-05-19,15.4,18.4,69.2,77.3,15.6,18.8,24,30,130.999992,51.87654321,60.4,23644,16,563,1.97,0.0,42.02,131.0
2022-05-22,16.6,33.2,74.4,82.6,15.8,19.3,22,37,83.1,22.12345679,60.4,19045,16,1063,27.41,0.0,42.02,83.1
2022-05-23,23.6,44.4,82.6,88.3,16.1,22.9,34,40,136.899984,37.49382716,60.4,32879,16,1083,37.18,0.0,42.02,136.9
2022-05-24,29.4,36.2,84.8,85.8,15.9,19.2,38,41,152.799984,35.18518519,60.4,37090,16,1301,35.98,0.0,42.02,152.8
2022-05-25,29.5,37.2,85.4,85.9,16.1,19.2,38,41,150.0,30.49382716,79.7,37657,16,1525,36.37,0.0,24.66,150.0
2022-05-26,30.6,32.6,84.3,84.6,16.2,19.7,41,42,151.5,38.86419753,79.7,36694,16,1166,30.0,0.0,24.66,151.5
2022-05-27,31.2,32.3,82.9,84.6,16.4,18.6,41,41,154.099992,49.48148148,79.7,33609,16,839,30.02,0.0,24.66,154.1
2022-05-29,27.7,30.7,83.1,84.1,16.2,18.4,43,44,161.799984,69.11111111,79.7,45947,16,821,17.85,0.0,24.66,161.8
2022-05-30,26.7,28.5,83.0,83.7,16.0,17.8,43,45,164.799984,70.39506173,79.7,36069,16,633,12.83,0.0,24.66,164.8
2022-05-31,24.4,26.9,82.9,83.5,15.6,18.5,42,45,166.599984,71.90123457,79.7,35607,16,611,9.2,0.0,24.66,166.6
2022-06-01,23.9,26.3,82.3,83.0,15.6,17.6,45,46,166.5,72.88888889,79.7,34474,16,584,9.2,0.0,24.66,166.5
2022-06-02,23.2,25.5,82.3,82.9,15.7,17.9,46,47,164.299992,72.37037037,55.9,33111,16,565,9.2,0.0,58.69,164.3
2022-06-03,21.7,26.3,82.3,82.7,15.2,17.3,45,47,162.999984,72.0,55.8,32375,16,555,5.03,0.0,58.36,163.0
2022-06-04,22.3,31.6,82.2,82.6,15.8,17.7,45,47,162.399984,71.65432099,55.8,31878,16,549,4.59,0.0,58.36,162.4
2022-06-05,21.6,27.3,82.0,82.6,15.9,17.9,45,47,161.4,70.97530864,55.8,31435,16,547,3.99,0.0,58.36,161.4
2022-06-06,21.2,27.1,82.2,82.5,15.8,17.7,46,47,160.299984,70.11111111,56.3,30558,16,538,4.08,0.0,56.74,160.3
2022-06-07,19.3,24.9,81.9,82.6,15.9,17.0,45,47,162.0,71.40740741,56.3,30655,16,530,3.02,0.0,56.74,162.0
2022-06-08,20.2,24.6,82.0,82.9,15.0,16.3,44,47,162.0,71.40740741,56.3,30655,16,530,3.05,0.0,56.74,162.0
2022-06-10,20.2,25.1,82.2,82.6,16.0,18.4,46,47,157.299984,68.07407407,56.3,28752,16,521,3.05,0.0,56.74,157.3
2022-06-11,19.6,25.3,81.5,82.4,15.9,17.8,46,47,150.0,63.40740741,56.3,27402,16,534,3.0,0.0,56.74,150.0
2022-06-12,20.2,24.4,82.1,82.4,16.0,17.7,46,47,146.499984,61.92592593,57.7,26765,16,534,3.02,0.0,50.2,146.5
2022-06-13,20.4,24.8,82.0,82.4,15.9,17.5,46,48,157.299984,68.98765432,56.2,28757,16,515,2.98,0.0,55.81,157.3
2022-06-14,18.4,26.0,82.1,82.5,15.4,18.7,45,48,157.299984,68.90123457,56.2,28757,16,515,3.01,0.0,55.81,157.3
2022-06-15,18.4,25.8,81.9,82.5,15.2,21.5,45,48,157.299984,68.90123457,56.2,28757,16,515,3.01,0.0,55.81,157.3
2022-06-16,18.4,25.5,81.9,82.5,15.5,22.3,45,48,157.299984,68.90123457,56.2,28757,16,515,3.01,0.0,55.81,157.3
2022-06-17,18.4,26.0,81.9,82.5,15.5,22.5,45,48,157.299984,68.90123457,56.2,28757,16,515,2.99,0.0,55.81,157.3
2022-06-18,18.4,27.6,81.9,82.7,15.0,23.0,45,48,157.299984,68.90123457,56.2,28757,16,515,3.0,0.0,55.81,157.3
2022-06-19,18.2,25.9,81.7,82.5,14.5,21.0,45,48,165.999984,74.37037037,55.2,29356,16,487,3.0,0.0,60.24,166.0
2022-06-20,17.7,26.5,81.7,82.5,14.6,22.6,45,48,165.999984,74.37037037,55.2,29356,16,487,2.98,0.0,60.24,166.0
2022-06-21,18.0,26.0,81.7,82.5,14.6,21.6,45,48,165.999984,74.37037037,55.2,29356,16,487,3.01,0.0,60.24,166.0
2022-06-22,18.0,26.0,81.7,82.5,15.4,23.2,45,48,153.0,63.64197531,58.4,27800,16,539,3.0,0.0,51.55,153.0
2022-06-23,18.4,25.8,81.7,82.5,15.4,22.3,45,48,153.0,63.64197531,58.4,27800,16,539,3.01,0.0,51.55,153.0
2022-06-24,18.5,26.0,81.7,82.5,15.4,22.3,45,48,153.0,63.64197531,58.4,27800,16,539,3.0,0.0,51.55,153.0
2022-06-25,18.2,26.0,81.7,82.5,15.4,22.2,44,47,153.0,63.64197531,58.4,27800,16,539,3.0,0.0,51.55,153.0
2022-06-26,18.2,26.0,81.7,82.5,15.4,21.5,45,48,153.0,63.64197531,58.4,27800,16,539,3.02,0.0,51.55,153.0
2022-06-27,18.2,26.0,81.7,82.5,15.2,22.1,45,48,153.0,63.64197531,58.4,27800,16,539,3.0,0.0,51.55,153.0
2022-06-28,18.2,27.9,81.7,82.5,15.2,21.9,44,48,153.0,63.64197531,58.4,27800,16,539,3.03,0.0,51.55,153.0
2022-06-29,19.0,26.0,82.0,82.5,15.2,22.7,45,49,150.999984,63.87654321,57.7,27595,16,533,3.02,0.0,51.74,151.0
2022-06-30,18.6,26.0,81.8,82.5,15.7,22.0,45,47,150.999984,63.87654321,57.7,27595,16,533,3.0,0.0,51.74,151.0
2022-07-01,18.6,26.1,81.8,82.5,15.9,23.1,45,47,150.999984,63.87654321,57.7,27595,16,533,3.0,0.0,51.74,151.0
2022-07-02,18.6,26.1,81.8,82.5,15.9,23.1,45,47,144.999984,60.02469136,58.6,26684,16,549,3.04,0.0,48.62,145.0
2022-07-03,18.5,26.9,81.9,82.5,15.0,23.6,45,48,144.999984,60.02469136,58.6,26684,16,549,2.91,0.0,48.62,145.0
2022-07-04,18.5,26.9,81.9,82.5,15.0,23.6,45,48,144.999984,60.02469136,58.6,26684,16,549,3.0,0.0,48.62,145.0
2022-07-05,18.8,26.5,81.8,82.4,15.5,22.6,45,47,148.999992,62.72839506,58.6,27534,16,542,2.98,0.0,48.62,149.0
2022-07-06,18.6,25.9,81.8,82.4,15.7,23.8,45,47,148.999992,62.72839506,57.9,27534,16,542,2.93,0.0,50.81,149.0
2022-07-07,18.7,26.0,81.8,82.4,15.4,23.0,45,47,148.999992,62.72839506,57.9,27534,16,542,2.99,0.0,50.81,149.0
2022-07-08,19.8,25.9,81.8,82.4,15.7,22.8,45,47,144.0,59.4691358,58.7,26487,16,550,2.95,0.0,48.17,144.0
2022-07-09,18.1,26.1,81.8,82.4,15.7,22.7,45,47,144.0,59.4691358,58.7,26487,16,550,3.02,0.0,48.17,144.0
2022-07-10,18.4,25.7,81.9,82.5,15.7,22.3,45,47,151.999992,64.75308642,57.4,27657,16,527,3.05,0.0,52.45,152.0
2022-07-11,18.2,25.8,82.0,82.5,15.3,23.9,45,48,151.999992,64.75308642,57.4,27657,16,527,2.97,0.0,52.45,152.0
2022-07-12,19.3,25.5,81.9,82.4,15.6,22.3,44,47,151.999992,64.75308642,57.4,27657,16,527,2.99,0.0,52.45,152.0
2022-07-13,18.7,26.7,81.8,82.6,15.5,22.9,43,47,144.0,60.04938272,58.3,26616,16,547,3.01,0.0,48.64,144.0
2022-07-14,18.7,25.9,82.1,82.6,15.0,21.5,45,47,144.0,60.04938272,58.3,26616,16,547,3.0,0.0,48.64,144.0
2022-07-15,18.3,25.8,82.0,82.5,15.6,22.7,45,47,144.0,60.04938272,58.3,26616,16,547,3.0,0.0,48.64,144.0
2022-07-16,18.8,25.8,82.0,82.5,14.8,22.4,45,47,156.0,66.61728395,57.3,28181,16,522,3.0,0.0,53.96,156.0
2022-07-17,18.5,26.4,82.0,82.6,14.9,21.1,45,48,156.0,66.61728395,57.3,28181,16,522,2.99,0.0,53.96,156.0
2022-07-18,17.9,25.8,81.8,82.4,15.2,21.5,45,48,156.0,66.61728395,57.3,28181,16,522,3.0,0.0,53.96,156.0
2022-07-19,18.5,25.5,81.9,82.5,15.0,21.5,45,47,156.0,66.61728395,57.3,28181,16,522,3.01,0.0,53.96,156.0
2022-07-20,18.4,25.9,82.0,82.6,15.1,21.4,45,48,156.0,66.61728395,57.3,28181,16,522,3.01,0.0,53.96,156.0
2022-07-21,19.3,25.5,81.9,82.5,15.6,21.9,44,47,150.0,62.55555556,58.3,27529,16,543,2.99,0.0,50.67,150.0
2022-07-22,19.3,25.5,81.9,82.5,15.6,21.9,44,47,150.0,62.55555556,58.3,27529,16,543,3.01,0.0,50.67,150.0
2022-07-23,19.1,24.5,81.9,82.4,15.8,22.1,45,47,150.0,62.55555556,58.3,27529,16,543,3.01,0.0,50.67,150.0
